theme,ticker,valid_from,valid_to,role,note,story,position,source_url,evidence_10k,added_by,valid_from_basis,filer_type
ev,XPEV,2022-01-01,2021-11-30,core,"2026-07-21 手術S6出隊:中國車廠‧盈利開關=中國價格戰/政策‧落喺讀唔到嗰條供需卷;去向=中國政策池‧棄(universe_audit_v2.md §三) [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","供需方程式本身沒問題(電池/晶片缺貨期真的有缺口),但過完純度與方向測試只剩特斯拉一間——一間公司不是一條鏈。",中游:純電動車製造商,https://www.sec.gov/Archives/edgar/data/1810997/000119312526157849/d36361d20f.htm,,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",20-F
ev,LCID,2022-01-01,2021-11-30,core,"ADR-0039:過完三關淨返TSLA一間,一間公司唔係一條鏈,層唔成立 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","供需方程式本身沒問題(電池/晶片缺貨期真的有缺口),但過完純度與方向測試只剩特斯拉一間——一間公司不是一條鏈。",中游:純電動車製造商,https://www.sec.gov/Archives/edgar/data/1811210/000162828026011053/lcid-20251231.htm,2022:the pace and depth of electric vehicle adoption generally on our future business; • changes,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
cyber,PANW,2022-01-01,,core,,"訂閱制安全賣給企業,零邊際成本;有講價權,但講價權不等於缺口。",下游:企業訂閱制網絡安全平台,https://www.sec.gov/Archives/edgar/data/1327567/000132756725000027/panw-20250731.htm,2025:following: • expectations regarding the cybersecurity landscape; • expectations regarding our platformization strategy and related,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
cyber,CRWD,2022-01-01,,core,,"訂閱制安全賣給企業,零邊際成本;有講價權,但講價權不等於缺口。",下游:企業訂閱制網絡安全平台,https://www.sec.gov/Archives/edgar/data/1535527/000153552726000010/crwd-20260131.htm,"2026:Founded in 2011, CrowdStrike reinvented cybersecurity for the cloud and artificial intelligence (“AI”) era and",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
cyber,ZS,2022-01-01,,core,,"訂閱制安全賣給企業,零邊際成本;有講價權,但講價權不等於缺口。",下游:企業訂閱制網絡安全平台,https://www.sec.gov/Archives/edgar/data/1713683/000171368325000158/zs-20250731.htm,2022:retaining employees with expertise in cybersecurity has become more difficult due to increased competition for,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
cyber,FTNT,2022-01-01,,core,,"訂閱制安全賣給企業,零邊際成本;有講價權,但講價權不等於缺口。",下游:企業訂閱制網絡安全平台,https://www.sec.gov/Archives/edgar/data/1262039/000126203926000007/ftnt-20251231.htm,"2025:Fortinet is a leader in cybersecurity, driving the convergence of networking and security. Our mission",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
cyber,OKTA,2022-01-01,,core,,"訂閱制安全賣給企業,零邊際成本;有講價權,但講價權不等於缺口。",下游:企業訂閱制網絡安全平台,https://www.sec.gov/Archives/edgar/data/1660134/000166013426000020/okta-20260131.htm,2023:the future we may experience cybersecurity incidents that may allow unauthorized access to our systems,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
travel_cruise,RCL,2022-01-01,,core,,"航次賣給旅客,售價由船隊床位運力對需求決定;新船三至四年,而且船廠船台有限。",下游:郵輪營運商(床位運力),https://www.sec.gov/Archives/edgar/data/884887/000088488726000007/rcl-20251231.htm,"2025:Matters 55 Item 13. Certain Relationships and Related Transactions, and Director Independence 55 Item 14.",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
travel_cruise,CCL,2022-01-01,,core,,"航次賣給旅客,售價由船隊床位運力對需求決定;新船三至四年,而且船廠船台有限。",下游:郵輪營運商(床位運力),https://www.sec.gov/Archives/edgar/data/815097/000081509726000007/ccl-20251130.htm,"2025:our ships, guests or the cruise industry may negatively impact the satisfaction of our guests",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
travel_cruise,NCLH,2022-01-01,,core,,"航次賣給旅客,售價由船隊床位運力對需求決定;新船三至四年,而且船廠船台有限。",下游:郵輪營運商(床位運力),https://www.sec.gov/Archives/edgar/data/1513761/000110465926022067/nclh-20251231x10k.htm,"2025:NORWEGIAN CRUISE LINE HOLDINGS LTD._December 31, 2025 http://fasb.org/us-gaap/2025#OtherNonoperatingIncomeExpense http://fasb.org/us-gaap/2025#OtherNonoperatingIncomeExpense http://fasb.org/us-gaap/2025#OtherNonoperatingIncomeExpense http://fasb.org/",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
travel_cruise,ABNB,2022-01-01,2021-11-30,core,"2026-07-21 手術S5出隊:資產輕線上旅遊平台(抽佣)‧非郵輪運力方程式;去向=純需求平台‧棄(universe_audit_v2.md §三) [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","航次賣給旅客,售價由船隊床位運力對需求決定;新船三至四年,而且船廠船台有限。",下游:郵輪營運商(床位運力),https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,"2025:Matters 83 Item 13. Certain Relationships and Related Transactions, and Director Independence 83 Item 14.",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
travel_cruise,BKNG,2022-01-01,2021-11-30,core,"2026-07-21 手術S5出隊:資產輕線上旅遊平台(抽佣)‧非郵輪運力方程式;去向=純需求平台‧棄(universe_audit_v2.md §三) [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","航次賣給旅客,售價由船隊床位運力對需求決定;新船三至四年,而且船廠船台有限。",下游:郵輪營運商(床位運力),https://www.sec.gov/Archives/edgar/data/1075531/000107553126000009/bkng-20251231.htm,"2025:as well as vacation packages, cruises, activity, and affiliate programs. Agoda. Agoda is a leading",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
homebuilders,DHI,2022-01-01,,core,,"新屋賣給買家,售價由土地、可建地塊、勞工與按揭利率決定;樽頸是已開發地塊與建築工人。",下游:量產型持地建商(自有土地庫存),https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/dhi-20250930.htm,2025:the sale of land and lots. Approximately 84% of our home sales revenue in fiscal,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
homebuilders,LEN,2022-01-01,,core,,"新屋賣給買家,售價由土地、可建地塊、勞工與按揭利率決定;樽頸是已開發地塊與建築工人。",下游:量產型持地建商(自有土地庫存),https://www.sec.gov/Archives/edgar/data/920760/000162828026003870/len-20251130.htm,"2025:preparing land, finishing and entitling lots, installing roads, sewers, water systems and other utilities, and",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
homebuilders,PHM,2022-01-01,,core,,"新屋賣給買家,售價由土地、可建地塊、勞工與按揭利率決定;樽頸是已開發地塊與建築工人。",下游:量產型持地建商(自有土地庫存),https://www.sec.gov/Archives/edgar/data/822416/000082241626000007/phm-20251231.htm,2025:of finished and partially finished lots and undeveloped land for purchase that meet our internal,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
homebuilders,TOL,2022-01-01,2021-11-30,core,"ADR-0039 純度:豪宅訂製,同量產建商定價機制唔同 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","新屋賣給買家,售價由土地、可建地塊、勞工與按揭利率決定;樽頸是已開發地塊與建築工人。",下游:量產型持地建商(自有土地庫存),https://www.sec.gov/Archives/edgar/data/794170/000079417025000112/tol-20251031.htm,2022:on a portion of the lots and sell the remaining lots to other builders. The,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
homebuilders,NVR,2022-01-01,2021-11-30,core,"ADR-0039 純度:輕土地模式,同持地建商方向唔同 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","新屋賣給買家,售價由土地、可建地塊、勞工與按揭利率決定;樽頸是已開發地塊與建築工人。",下游:量產型持地建商(自有土地庫存),https://www.sec.gov/Archives/edgar/data/906163/000090616326000018/nvr-20251231.htm,2025:we typically acquire finished building lots from various third-party land developers pursuant to fixed price,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
ag_fertilizer,MOS,2022-01-01,,core,,"賣給農民與農業經銷商;鉀磷看礦山供給,氮看天然氣邊際成本;鉀礦七年,氨廠四至五年。",上游:化肥生產(鉀肥、磷肥、氮肥),https://www.sec.gov/Archives/edgar/data/1285785/000128578526000017/mos-20251231.htm,2025:Brazil. We are the leading fertilizer production and distribution company in Brazil. We mine phosphate,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
ag_fertilizer,CF,2022-01-01,,core,,"賣給農民與農業經銷商;鉀磷看礦山供給,氮看天然氣邊際成本;鉀礦七年,氨廠四至五年。",上游:化肥生產(鉀肥、磷肥、氮肥),https://www.sec.gov/Archives/edgar/data/1324404/000132440426000007/cf-20251231.htm,"2025:and nitrogen products for energy, fertilizer, emissions abatement and other industrial activities. Our value chain",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
ag_fertilizer,NTR,2022-01-01,2021-11-30,core,"ADR-0039 純度:零售分部佔EBITDA 31%,係化肥下游分銷,內部反方向 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","賣給農民與農業經銷商;鉀磷看礦山供給,氮看天然氣邊際成本;鉀礦七年,氨廠四至五年。",上游:化肥生產(鉀肥、磷肥、氮肥),https://www.sec.gov/Archives/edgar/data/1725964/000119312526081326/d56746d40f.htm,,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",40-F
fintech,SOFI,2022-01-01,,core,,"售價(息率/手續費/抽成)自己定,沒有實體樽頸。",⚠️ 三個位置溝在一條:另類信貸(SOFI/AFRM/UPST)+ 支付(PYPL/XYZ)+ 零售券商(HOOD),https://www.sec.gov/Archives/edgar/data/1818874/000181887426000013/sofi-20251231.htm,2022:practices; home loan or other consumer lending practices; loan origination or servicing activities; mortgage foreclosure,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
fintech,HOOD,2022-01-01,,core,,"售價(息率/手續費/抽成)自己定,沒有實體樽頸。",⚠️ 三個位置溝在一條:另類信貸(SOFI/AFRM/UPST)+ 支付(PYPL/XYZ)+ 零售券商(HOOD),https://www.sec.gov/Archives/edgar/data/1783879/000178387926000023/hood-20251231.htm,"2025:from saving, spending, or facilitating payments. Our strategy for being number one in wallet share",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
fintech,AFRM,2022-01-01,,core,,"售價(息率/手續費/抽成)自己定,沒有實體樽頸。",⚠️ 三個位置溝在一條:另類信貸(SOFI/AFRM/UPST)+ 支付(PYPL/XYZ)+ 零售券商(HOOD),https://www.sec.gov/Archives/edgar/data/1820953/000162828026059279/afrm-20260630.htm,"2022:mission-driven approach, we can reinvent payments and commerce. Our solutions, which are built on trust",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
fintech,PYPL,2022-01-01,,core,,"售價(息率/手續費/抽成)自己定,沒有實體樽頸。",⚠️ 三個位置溝在一條:另類信貸(SOFI/AFRM/UPST)+ 支付(PYPL/XYZ)+ 零售券商(HOOD),https://www.sec.gov/Archives/edgar/data/1633917/000163391726000024/pypl-20251231.htm,"2025:currently generally exempt from primary consumer credit legislation but certain consumer lending, consumer protection, and",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
fintech,UPST,2022-01-01,,core,,"售價(息率/手續費/抽成)自己定,沒有實體樽頸。",⚠️ 三個位置溝在一條:另類信貸(SOFI/AFRM/UPST)+ 支付(PYPL/XYZ)+ 零售券商(HOOD),https://www.sec.gov/Archives/edgar/data/1647639/000164763926000027/upst-20251231.htm,2022:the second largest segment of consumer lending. Our platform helps lenders provide a product their,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
gig,UBER,2022-01-01,,core,,"抽成由自己的算法定,沒有實體樽頸;同一則零工分類法規或油價消息對整批方向一致。",下游:零工經濟叫車與外送平台(抽成),https://www.sec.gov/Archives/edgar/data/1543151/000154315126000015/uber-20251231.htm,"2025:respect to our relationship with drivers and couriers, and the potential impact on our business",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
gig,DASH,2022-01-01,,core,,"抽成由自己的算法定,沒有實體樽頸;同一則零工分類法規或油價消息對整批方向一致。",下游:零工經濟叫車與外送平台(抽成),https://www.sec.gov/Archives/edgar/data/1792789/000179278926000013/dash-20251231.htm,"2025:primary offerings include the DoorDash Marketplace, the Wolt Marketplace, and the Deliveroo Marketplace (our 'Marketplaces'),",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
gig,LYFT,2022-01-01,,core,,"抽成由自己的算法定,沒有實體樽頸;同一則零工分類法規或油價消息對整批方向一致。",下游:零工經濟叫車與外送平台(抽成),https://www.sec.gov/Archives/edgar/data/1759509/000162828026006960/lyft-20251231.htm,2022:ability to attract and retain drivers and riders; • our ability to develop new offerings,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
gig,GRAB,2022-01-01,,core,,"抽成由自己的算法定,沒有實體樽頸;同一則零工分類法規或油價消息對整批方向一致。",下游:零工經濟叫車與外送平台(抽成),https://www.sec.gov/Archives/edgar/data/1855612/000185561226000020/ck0001855612-20251231.htm,,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",20-F
oilfield_services,SLB,2022-01-01,,core,v3新主題;話事人,"售價由鑽井活動量與油價週期決定;樽頸是鑽機隊與壓裂車隊——重資本,報廢了補不回快。","中游:油田服務與設備(鑽井/完井/儲層服務),賣給油氣開採商",https://www.sec.gov/Archives/edgar/data/87347/000119312526021017/slb-20251231.htm,"2025:Combines the strengths of SLB’s oilfield services with advanced digital technologies to deliver more reliable,",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
oilfield_services,HAL,2022-01-01,,core,v3新主題,"售價由鑽井活動量與油價週期決定;樽頸是鑽機隊與壓裂車隊——重資本,報廢了補不回快。","中游:油田服務與設備(鑽井/完井/儲層服務),賣給油氣開採商",https://www.sec.gov/Archives/edgar/data/45012/000004501226000015/hal-20251231.htm,"2025:and disposal of hazardous substances, oilfield waste, and other waste materials; - the production, storage,",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
oilfield_services,BKR,2022-01-01,2021-11-30,core,"ADR-0039 純度:工業與能源技術分部佔近半 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","售價由鑽井活動量與油價週期決定;樽頸是鑽機隊與壓裂車隊——重資本,報廢了補不回快。","中游:油田服務與設備(鑽井/完井/儲層服務),賣給油氣開採商",https://www.sec.gov/Archives/edgar/data/1701605/000170160526000007/bkr-20251231.htm,"2025:in-bit sensing), and drilling & completion fluids (emulsion-based, water-based, specialty, drill-in, and completion fluids; and",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
semi_equipment,AMAT,2022-01-01,,core,v3新主題;話事人,"售價由設備交期與技術壁壘決定;樽頸是光學與精密零件,交期以年計。⚠️ 它坐在資本開支這一邊 = 可斬需求,脆。","上游:晶圓製造設備(WFE),賣給晶圓廠",https://www.sec.gov/Archives/edgar/data/6951/000162828025056742/amat-20251026.htm,2025:and servicing of the critical wafer fabrication tools our customers need to manufacture semiconductors. Our,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
semi_equipment,LRCX,2022-01-01,,core,v3新主題,"售價由設備交期與技術壁壘決定;樽頸是光學與精密零件,交期以年計。⚠️ 它坐在資本開支這一邊 = 可斬需求,脆。","上游:晶圓製造設備(WFE),賣給晶圓廠",https://www.sec.gov/Archives/edgar/data/707549/000070754926000037/lrcx-20260628.htm,"2026:return activities; continued growth of wafer fabrication investment in calendar year 2026, including the role",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
semi_equipment,KLAC,2022-01-01,,core,2026-07-23 結構補員(universe_audit_v3.md §四 R1;三員下限):KLA 同層WFE機械按市值第三大(ASML荷蘭上市除外);本次補讀卷(29份),"售價由設備交期與技術壁壘決定;樽頸是光學與精密零件,交期以年計。⚠️ 它坐在資本開支這一邊 = 可斬需求,脆。","上游:晶圓製造設備(WFE),賣給晶圓廠",https://www.sec.gov/Archives/edgar/data/319201/000031920126000027/klac-20260630.htm,"2026:and process-enabling solutions for manufacturing wafers, reticles/masks, chemicals/materials, integrated circuits (“ICs” or “chips”), packaged ICs",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
smr_newbuild,SMR,2022-08-01,2021-11-30,core,"ADR-0039:主席2026-07-27裁決今輪剔走保持實驗簡單;round 2 重開且必須入生產 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","兩間都未有商用反應堆交付發電,「售價由什麼供需決定」目前答不到——同一則能源部撥款或雲廠供電合約消息把整批推同一個方向。",上游:小型模組化核反應堆開發商(未入生產),https://www.sec.gov/Archives/edgar/data/1822966/000182296626000018/smr-20251231.htm,2022:amended. • “SMR” refers to small modular reactor. • “Sponsor” refers to Spring Valley Acquisition,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
smr_newbuild,OKLO,2024-08-01,2021-11-30,core,"ADR-0039:主席2026-07-27裁決今輪剔走保持實驗簡單;round 2 重開且必須入生產 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","兩間都未有商用反應堆交付發電,「售價由什麼供需決定」目前答不到——同一則能源部撥款或雲廠供電合約消息把整批推同一個方向。",上游:小型模組化核反應堆開發商(未入生產),https://www.sec.gov/Archives/edgar/data/1849056/000162828026018698/oklo-20251231.htm,2025:scalable or cost-effective. Other advanced nuclear reactors There are several advanced reactor technologies in various,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
defense,LHX,2022-01-01,,core,"ADR-0039 新增:四個分部全部軍政府客戶,冇商用航空/商務機瓣;2021-12-01市值407.0億",售價由國防預算撥款加生產鏈產能決定;樽頸是固體火箭發動機、船台與專用產線——加不了單靠加班。,"上游/中游:純國防主承包商,裝備系統賣給美國及盟國政府",https://www.sec.gov/Archives/edgar/data/202058/000020205826000015/hrs-20260102.htm,"2026:the Trusted Disruptor in the defense industry. With customers’ mission-critical needs in mind, we deliver",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
defense,HII,2022-01-01,,core,"ADR-0039 新增:美國唯一核潛艇同航母船廠,獨市即代表性最高;2021-12-01市值70.7億",售價由國防預算撥款加生產鏈產能決定;樽頸是固體火箭發動機、船台與專用產線——加不了單靠加班。,"上游/中游:純國防主承包商,裝備系統賣給美國及盟國政府",https://www.sec.gov/Archives/edgar/data/1501585/000150158526000006/hii-20251231.htm,"2025:our') is a global, all-domain defense partner, building and delivering the world's most powerful, survivable",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
oilfield_services,WFRD,2022-01-01,,core,"ADR-0039 新增:全線國際油服,冇LNG設備臂,同層最純;2021-12-01市值20.2億","售價由鑽井活動量與油價週期決定;樽頸是鑽機隊與壓裂車隊——重資本,報廢了補不回快。","中游:油田服務與設備(鑽井/完井/儲層服務),賣給油氣開採商",https://www.sec.gov/Archives/edgar/data/1603923/000160392326000014/wfrd-20251231.htm,"2022:in various disciplines, including engineering, oilfield services support, and multiple corporate functions. In addition to",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
semis,MRVL,2022-01-01,,core,"客製化 AI ASIC 與資料中心互連矽片,與 AVGO 同一種生意","AI 算力荒——訂單由雲廠的資本開支決定,實體樽頸是先進封裝(CoWoS)與高頻寬記憶體產能,以年計才補得回。","上游:AI 加速器與資料中心互連矽片的設計商,直接賣給超大規模雲廠",https://www.sec.gov/Archives/edgar/data/1835632/000183563226000011/mrvl-20260131.htm,2026:portfolio and augments our Ultra Accelerator Link TM (“UALink TM ”) scale-up switch team. At,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
semis,ALAB,2024-03-20,,core,"PCIe/CXL 連接矽片,直接入 AI 機架,客戶同為雲廠","AI 算力荒——訂單由雲廠的資本開支決定,實體樽頸是先進封裝(CoWoS)與高頻寬記憶體產能,以年計才補得回。","上游:AI 加速器與資料中心互連矽片的設計商,直接賣給超大規模雲廠",https://www.sec.gov/Archives/edgar/data/1736297/000173629726000010/alab-20251231.htm,2025:GPUs ) and proprietary AI accelerators. We offer our customers four product families across multiple,v1,精確(Astera Labs 上市日),10-K
semis,CRDO,2022-01-27,,core,"SerDes 與有源電纜矽片,同一批雲廠客戶、同一條資本開支開關","AI 算力荒——訂單由雲廠的資本開支決定,實體樽頸是先進封裝(CoWoS)與高頻寬記憶體產能,以年計才補得回。","上游:AI 加速器與資料中心互連矽片的設計商,直接賣給超大規模雲廠",https://www.sec.gov/Archives/edgar/data/1807794/000162828026043303/crdo-20260502.htm,2026:bred a new generation of data centers over the past 5 years that depend much,v1,精確(Credo Technology 上市日),10-K
biotech,INCY,2022-01-01,,core,"Jakafi 等在售產品的商業化生物科技原廠,與 v0 五家同位置","審批稀缺性即定價權——同一則 FDA、專利懸崖或保險核價消息,對這批有在售產品的原廠方向一致。","下游:已商業化的大型生物製藥原廠,專利藥經處方賣給病人與保險",https://www.sec.gov/Archives/edgar/data/879169/000087916926000010/incy-20251231.htm,2025:U.S. Food and Drug Administration (“FDA”) in November 2011 for the treatment of adults with,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
biotech,ALNY,2022-01-01,,core,"RNAi 平台,已有多隻在售藥物,同屬商業化原廠","審批稀缺性即定價權——同一則 FDA、專利懸崖或保險核價消息,對這批有在售產品的原廠方向一致。","下游:已商業化的大型生物製藥原廠,專利藥經處方賣給病人與保險",https://www.sec.gov/Archives/edgar/data/1178670/000162828026007497/alny-20251231.htm,"2025:and Drug Administration, or the FDA, approved our supplemental New Drug Application, or sNDA, for",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
uranium_power,UUUU,2022-01-01,,core,"美國本土鈾礦與加工廠(White Mesa),同為鈾精礦賣家","鈾精礦賣給核電廠,售價由礦供給(長期減產、庫存見底)對反應堆需求決定;開一個新礦要七至十年,而買家是剛需——貴極都要買,停爐蝕得更多。","上游:核燃料(鈾礦開採,以及 LEU 的鈾濃縮一節)",https://www.sec.gov/Archives/edgar/data/1385849/000138584926000009/efr-20251231.htm,"2025:and the primary component of yellowcake, and is produced from uranium deposits. It is the",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
uranium_power,URG,2022-01-01,,core,"懷俄明州原地浸出鈾礦商,已在生產","鈾精礦賣給核電廠,售價由礦供給(長期減產、庫存見底)對反應堆需求決定;開一個新礦要七至十年,而買家是剛需——貴極都要買,停爐蝕得更多。","上游:核燃料(鈾礦開採,以及 LEU 的鈾濃縮一節)",https://www.sec.gov/Archives/edgar/data/1375205/000110465926025923/urg-20251231x10k.htm,"2025:timing to complete additional favorable uranium sales agreements, including spot sales as may be warranted;",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
uranium_power,EU,2022-01-01,,core,"德州原地浸出鈾礦商,2023 年入生產","鈾精礦賣給核電廠,售價由礦供給(長期減產、庫存見底)對反應堆需求決定;開一個新礦要七至十年,而買家是剛需——貴極都要買,停爐蝕得更多。","上游:核燃料(鈾礦開採,以及 LEU 的鈾濃縮一節)",https://www.sec.gov/Archives/edgar/data/1500881/000162828026022507/encr-20251231.htm,"2025:U.S. government policies towards domestic uranium supply; expectations about future uranium market prices, production costs",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
uranium_power,DNN,2022-01-01,,core,"加拿大 Athabasca 鈾礦商,40-F 申報人,無 10-K 快取","鈾精礦賣給核電廠,售價由礦供給(長期減產、庫存見底)對反應堆需求決定;開一個新礦要七至十年,而買家是剛需——貴極都要買,停爐蝕得更多。","上游:核燃料(鈾礦開採,以及 LEU 的鈾濃縮一節)",https://www.sec.gov/Archives/edgar/data/1063259/000110465926036912/dnn-20251231x40f.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",40-F
copper,HBM,2022-01-01,,core,"秘魯 Constancia + 加拿大礦區的中型銅礦商,40-F 申報人","賣給電氣化與工業製造商,售價由全球礦供給(品位下跌、罷工、新礦投產)決定;開一個新礦要十年以上。",上游:銅礦開採(銅精礦與陰極銅),https://www.sec.gov/Archives/edgar/data/1322422/000106299326001648/form40f.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",40-F
copper,ERO,2022-01-01,,core,"巴西純銅礦商,40-F 申報人","賣給電氣化與工業製造商,售價由全球礦供給(品位下跌、罷工、新礦投產)決定;開一個新礦要十年以上。",上游:銅礦開採(銅精礦與陰極銅),https://www.sec.gov/Archives/edgar/data/1853860/000162828026022073/ero-20251231_d2.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",40-F
copper,TGB,2022-01-01,,core,"加拿大 Gibraltar 銅礦商(2026 年易名 Trekor Metals),40-F 申報人","賣給電氣化與工業製造商,售價由全球礦供給(品位下跌、罷工、新礦投產)決定;開一個新礦要十年以上。",上游:銅礦開採(銅精礦與陰極銅),https://www.sec.gov/Archives/edgar/data/878518/000106299326001708/form40f.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",40-F
china,PDD,2022-01-01,,core,"拼多多/Temu,同一組政策與退市風險,20-F 申報人","盈利開關是中國監管政策(反壟斷、數據安全、ADR 退市風險),結構性落在供需卷之外——同一則政策消息把整批打上打落。","橫向:在美國上市的中國互聯網平台(共通點是政策開關,不是上下游位置)",https://www.sec.gov/Archives/edgar/data/1737806/000110465926050727/pdd-20251231x20f.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",20-F
china,TME,2022-01-01,,core,"騰訊音樂,20-F 申報人","盈利開關是中國監管政策(反壟斷、數據安全、ADR 退市風險),結構性落在供需卷之外——同一則政策消息把整批打上打落。","橫向:在美國上市的中國互聯網平台(共通點是政策開關,不是上下游位置)",https://www.sec.gov/Archives/edgar/data/1744676/000119312526160257/tme-20251231.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",20-F
china,BILI,2022-01-01,,core,"嗶哩嗶哩,20-F 申報人","盈利開關是中國監管政策(反壟斷、數據安全、ADR 退市風險),結構性落在供需卷之外——同一則政策消息把整批打上打落。","橫向:在美國上市的中國互聯網平台(共通點是政策開關,不是上下游位置)",https://www.sec.gov/Archives/edgar/data/1723690/000119312526157842/d91984d20f.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",20-F
